机构ID,培训机构名称,所属区,培训项目名称,培训等级
2.02E+14,上海建四职业技能培训中心,静安,工程测量员[S600024],中级/四级
2.02E+14,上海建四职业技能培训中心,静安,建筑信息模型技术员[S300052],中级/四级
2.02E+14,上海建四职业技能培训中心,静安,建筑信息模型技术员（建筑工程）[S300052],高级/三级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（互联网信息审核员）[S100017],中级/四级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（互联网信息审核员）[S100017],高级/三级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（互联网信息审核员）[S100017],技师/二级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（信息安全管理员）[S100017],中级/四级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（信息安全管理员）[S100017],高级/三级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（信息安全管理员）[S100017],技师/二级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（网络安全管理员）[S100017],中级/四级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（网络安全管理员）[S100017],高级/三级
2.02E+14,上海华盾职业技能培训有限公司,浦东,网络与信息安全管理员（网络安全管理员）[S100017],技师/二级
2.02E+14,上海浦东临创职业技术培训学校,浦东,供应链管理师[S300031],高级/三级
2.02E+14,上海浦东临创职业技术培训学校,浦东,供应链管理师[S300031],技师/二级
2.02E+14,上海匠星职业技能培训有限公司,浦东,企业人力资源管理师[S300015],中级/四级
2.02E+14,清大东方职业技能培训学校集团有限公司,普陀,保卫管理员[S300044],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,人工智能训练师[S300040],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,人工智能训练师[S300040],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,人工智能训练师[S400054],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,人工智能训练师[S400054],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,人工智能训练师[S500053],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,人工智能训练师[S500053],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,全媒体运营师（创意策划）[S400071],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,全媒体运营师（流量运营）[S400071],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,全媒体运营师（流量运营）[S400071],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,全媒体运营师（视听运营）[S400071],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,全媒体运营师（视听运营）[S400071],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,劳动关系协调师[S300016],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,劳动关系协调师[S300016],高级/三级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,电子竞技员[S500027],初级/五级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,电子竞技员[S500027],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,电子竞技运营师[S300029],中级/四级
2.02E+14,上海市嘉定嘉禾职业技能培训中心,嘉定,计算机软件测试员[S300032],高级/三级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,养老护理员[S300038],高级/三级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,养老护理员[S300038],中级/四级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,养老护理员[S300038],初级/五级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,家政服务员（家庭照护员）[S300039],高级/三级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,家政服务员（家庭照护员）[S300039],中级/四级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,家政服务员（家庭照护员）[S300039],初级/五级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,家政服务员（母婴护理员）[S300039],中级/四级
2.02E+14,上海佳协职业技能培训有限公司,嘉定,家政服务员（母婴护理员）[S300039],高级/三级
2.02E+14,中航协（上海）培训中心有限公司,长宁,劳动关系协调师[S300016],中级/四级
2.02E+14,上海跃迁培训学校有限公司,普陀,人工智能训练师[S300040],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,人工智能训练师[S400054],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,人工智能训练师[S500053],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海跃迁培训学校有限公司,普陀,企业人力资源管理师[S300015],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,企业人力资源管理师[S300015],技师/二级
2.02E+14,上海跃迁培训学校有限公司,普陀,全媒体运营师（流量运营）[S300070],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,劳动关系协调师[S300016],中级/四级
2.02E+14,上海跃迁培训学校有限公司,普陀,劳动关系协调师[S300016],高级/三级
2.02E+14,上海跃迁培训学校有限公司,普陀,职业培训师[S300015],高级/三级
2.02E+14,上海侨辉职业技术学院有限公司,嘉定,养老护理员[S300038],中级/四级
2.02E+14,上海侨辉职业技术学院有限公司,嘉定,养老护理员[S300038],初级/五级
2.02E+14,上海科洛职业技能培训有限公司,浦东,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海科洛职业技能培训有限公司,浦东,企业人力资源管理师[S300015],高级/三级
2.02E+14,上海科洛职业技能培训有限公司,浦东,劳动关系协调师[S300016],中级/四级
2.02E+14,上海科洛职业技能培训有限公司,浦东,劳动关系协调师[S300016],高级/三级
2.02E+14,上海科洛职业技能培训有限公司,浦东,工业机器人系统操作员[200001],高级/三级
2.02E+14,上海科洛职业技能培训有限公司,浦东,工业机器人系统操作员[200001],中级/四级
2.02E+14,上海首顺教育培训有限公司,浦东,包装设计师[S500046],中级/四级
2.02E+14,上海重贤职业技能培训有限公司,浦东,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海重贤职业技能培训有限公司,浦东,养老护理员[S300038],中级/四级
2.02E+14,上海重贤职业技能培训有限公司,浦东,养老护理员[S300038],初级/五级
2.02E+14,上海重贤职业技能培训有限公司,浦东,养老护理员[S300060],初级/五级
2.02E+14,上海重贤职业技能培训有限公司,浦东,养老护理员[S300060],中级/四级
2.02E+14,上海重贤职业技能培训有限公司,浦东,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海畅达职业技能培训有限公司,浦东,计算机程序设计员[S400021],中级/四级
2.02E+14,上海畅达职业技能培训有限公司,浦东,计算机程序设计员[S400021],高级/三级
2.02E+14,上海交文培训学校有限公司,浦东,人工智能训练师[S300040],中级/四级
2.02E+14,上海交文培训学校有限公司,浦东,人工智能训练师[S300040],高级/三级
2.02E+14,上海交文培训学校有限公司,浦东,人工智能训练师[S400054],中级/四级
2.02E+14,上海交文培训学校有限公司,浦东,人工智能训练师[S400054],高级/三级
2.02E+14,上海交文培训学校有限公司,浦东,人工智能训练师[S500053],高级/三级
2.02E+14,上海交文培训学校有限公司,浦东,人工智能训练师[S500053],中级/四级
2.02E+14,上海松江九峰职业技能培训中心,松江,电工 [100037],中级/四级
2.02E+14,上海松江九峰职业技能培训中心,松江,电工[S100004],初级/五级
2.02E+14,金鞍职业技能培训（上海）有限公司,普陀,网络与信息安全管理员（信息安全管理员）[S100017],中级/四级
2.02E+14,金鞍职业技能培训（上海）有限公司,普陀,计算机程序设计员[S400021],中级/四级
2.02E+14,上海尊护职业技能培训有限公司,虹口,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海尊护职业技能培训有限公司,虹口,健康照护师（长期照护师）[S500077],初级/五级
2.02E+14,上海尊护职业技能培训有限公司,虹口,健康照护师（长期照护师）[S500077],中级/四级
2.02E+14,上海尊护职业技能培训有限公司,虹口,健康照护师（长期照护师）[S500077],高级/三级
2.02E+14,上海尊护职业技能培训有限公司,虹口,养老护理员[S300038],高级/三级
2.02E+14,上海尊护职业技能培训有限公司,虹口,养老护理员[S300038],中级/四级
2.02E+14,上海尊护职业技能培训有限公司,虹口,养老护理员[S300038],初级/五级
2.02E+14,上海尊护职业技能培训有限公司,虹口,医疗护理员[S300094],初级/五级
2.02E+14,上海尊护职业技能培训有限公司,虹口,医疗护理员[S300094],中级/四级
2.02E+14,上海尊护职业技能培训有限公司,虹口,医疗护理员[S300094],高级/三级
2.02E+14,上海尊护职业技能培训有限公司,虹口,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海尊护职业技能培训有限公司,虹口,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海尊护职业技能培训有限公司,虹口,家政服务员（家庭照护员）[S300039],高级/三级
2.02E+14,上海尊护职业技能培训有限公司,虹口,家政服务员（家庭照护员）[S300039],中级/四级
2.02E+14,上海尊护职业技能培训有限公司,虹口,家政服务员（家庭照护员）[S300039],初级/五级
2.02E+14,上海尊护职业技能培训有限公司,虹口,康复辅助技术咨询师[S300067],初级/五级
2.02E+14,上海尊护职业技能培训有限公司,虹口,康复辅助技术咨询师[S300067],中级/四级
2.02E+14,上海浦东齐力职业技能培训学校,浦东,计算机软件测试员[S300032],技师/二级
2.02E+14,上海浦东齐力职业技能培训学校,浦东,计算机软件测试员[S300032],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,人工智能训练师[S300040],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,健康照护师（长期照护师）[S500077],初级/五级
2.02E+14,上海方得职业技能培训有限公司,宝山,健康照护师（长期照护师）[S500077],中级/四级
2.02E+14,上海方得职业技能培训有限公司,宝山,健康照护师（长期照护师）[S500077],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,全媒体运营师（数据分析）[S400071],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,全媒体运营师（流量运营）[S400071],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,全媒体运营师（视听运营）[S400071],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,养老护理员[S300038],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,养老护理员[S300038],中级/四级
2.02E+14,上海方得职业技能培训有限公司,宝山,养老护理员[S300038],初级/五级
2.02E+14,上海方得职业技能培训有限公司,宝山,养老护理员[S300060],初级/五级
2.02E+14,上海方得职业技能培训有限公司,宝山,养老护理员[S300060],中级/四级
2.02E+14,上海方得职业技能培训有限公司,宝山,养老护理员[S300060],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,家政服务员（家务服务员）[S300039],初级/五级
2.02E+14,上海方得职业技能培训有限公司,宝山,家政服务员（家务服务员）[S300039],中级/四级
2.02E+14,上海方得职业技能培训有限公司,宝山,家政服务员（家务服务员）[S300039],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,家政服务员（家庭照护员）[S300039],高级/三级
2.02E+14,上海方得职业技能培训有限公司,宝山,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海明天培训学校有限公司,浦东,养老护理员[S300038],中级/四级
2.02E+14,上海明天培训学校有限公司,浦东,养老护理员[S300038],初级/五级
2.02E+14,上海艾基埃宝石职业技能培训有限公司,黄浦,贵金属首饰与宝玉石检测员[S300051],初级/五级
2.02E+14,上海艾基埃宝石职业技能培训有限公司,黄浦,贵金属首饰与宝玉石检测员（宝石检验员）[S300051],高级/三级
2.02E+14,上海艾基埃宝石职业技能培训有限公司,黄浦,贵金属首饰与宝玉石检测员（宝石检验员）[S300051],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,人工智能训练师[S400054],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,人工智能训练师[S400054],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,企业人力资源管理师[S300015],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,企业人力资源管理师[S300015],技师/二级
2.02E+14,上海荣冶培训学校有限公司,宝山,企业人力资源管理师[S300015],高级技师/一级
2.02E+14,上海荣冶培训学校有限公司,宝山,供应链管理师[S300031],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（创意策划）[S400071],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（数据分析）[S400071],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（流量运营）[S300070],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（流量运营）[S300070],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（直播运营）[S300070],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（视听运营）[S300070],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,劳动关系协调师[S300016],中级/四级
2.02E+14,上海荣冶培训学校有限公司,宝山,劳动关系协调师[S300016],高级/三级
2.02E+14,上海荣冶培训学校有限公司,宝山,劳动关系协调师[S300016],技师/二级
2.02E+14,上海荣冶培训学校有限公司,宝山,职业培训师[S300015],技师/二级
2.02E+14,上海荣冶培训学校有限公司,宝山,职业培训师[S300015],高级技师/一级
2.02E+14,上海荣冶培训学校有限公司,宝山,职业培训师[S300015],高级/三级
2.02E+14,上海拍一拍职业技能培训有限公司,浦东,互联网营销师（直播销售员）[S500023],初级/五级
2.02E+14,上海拍一拍职业技能培训有限公司,浦东,互联网营销师（直播销售员）[S500023],中级/四级
2.02E+14,上海拍一拍职业技能培训有限公司,浦东,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海拍一拍职业技能培训有限公司,浦东,劳动关系协调师[S300016],中级/四级
2.02E+14,上海拍一拍职业技能培训有限公司,浦东,电子商务师（网商）[S300030],中级/四级
2.02E+14,上海拍一拍职业技能培训有限公司,浦东,电子商务师（网商）[S300030],高级/三级
2.02E+14,上海拍一拍职业技能培训有限公司,浦东,计算机软件测试员[S300032],高级/三级
2.02E+14,上海传智播客职业技能培训有限公司,浦东,计算机程序设计员[S300032],中级/四级
2.02E+14,上海传智播客职业技能培训有限公司,浦东,计算机程序设计员[S300032],高级/三级
2.02E+14,上海传智播客职业技能培训有限公司,浦东,计算机程序设计员[S400021],中级/四级
2.02E+14,上海传智播客职业技能培训有限公司,浦东,计算机程序设计员[S400021],高级/三级
2.02E+14,上海志强职业技能培训有限公司,宝山,保育师[S300011],初级/五级
2.02E+14,上海志强职业技能培训有限公司,宝山,保育师[S300011],中级/四级
2.02E+14,上海志强职业技能培训有限公司,宝山,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海志强职业技能培训有限公司,宝山,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海远博职业技能培训有限公司,普陀,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海建谐职业技能培训有限公司,长宁,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海建谐职业技能培训有限公司,长宁,企业人力资源管理师[S300015],高级/三级
2.02E+14,上海建谐职业技能培训有限公司,长宁,劳动关系协调师[S300016],中级/四级
2.02E+14,上海建谐职业技能培训有限公司,长宁,劳动关系协调师[S300016],高级/三级
2.02E+14,上海澜之港职业技能培训有限公司,浦东,养老护理员[S300038],中级/四级
2.02E+14,上海澜之港职业技能培训有限公司,浦东,养老护理员[S300038],初级/五级
2.02E+14,上海青浦区三省教育进修学院,青浦,企业人力资源管理师[S300015],中级/四级
2.02E+14,上海青浦区三省教育进修学院,青浦,企业人力资源管理师[S300015],高级/三级
2.02E+14,上海青浦区三省教育进修学院,青浦,劳动关系协调师[S300016],中级/四级
2.02E+14,上海智杰职业技能培训有限公司,普陀,养老护理员[S300038],中级/四级
2.02E+14,上海智杰职业技能培训有限公司,普陀,养老护理员[S300038],初级/五级
2.02E+14,上海智杰职业技能培训有限公司,普陀,养老护理员[S300060],初级/五级
2.02E+14,上海智杰职业技能培训有限公司,普陀,养老护理员[S300060],中级/四级
2.02E+14,上海智杰职业技能培训有限公司,普陀,劳动关系协调师[S300016],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,人工智能训练师[S300040],初级/五级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,人工智能训练师[S300040],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,人工智能训练师[S300040],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,人工智能训练师[S400054],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,人工智能训练师[S400054],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,人工智能训练师[S500053],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,人工智能训练师[S500053],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（创意策划）[S400071],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（数据分析）[S400071],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（流量运营）[400050],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（流量运营）[S300070],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（流量运营）[S300070],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（流量运营）[S400071],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（流量运营）[S400071],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（直播运营）[400050],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（直播运营）[S300070],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（直播运营）[S400071],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（直播运营）[S400071],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（视听运营）[S300070],中级/四级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（视听运营）[S300070],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（视听运营）[S400071],高级/三级
2.02E+14,上海市普陀区华奕职业技能培训中心,普陀,全媒体运营师（视听运营）[S400071],中级/四级
2.02E+14,摩珐汇职业技能培训（上海）有限公司,杨浦,网络与信息安全管理员（信息安全管理员）[S100017],中级/四级
2.02E+14,摩珐汇职业技能培训（上海）有限公司,杨浦,网络与信息安全管理员（信息安全管理员）[S100017],高级/三级
2.02E+14,摩珐汇职业技能培训（上海）有限公司,杨浦,网络与信息安全管理员（网络安全管理员）[S100017],中级/四级
2.02E+14,摩珐汇职业技能培训（上海）有限公司,杨浦,网络与信息安全管理员（网络安全管理员）[S100017],高级/三级
2.02E+14,上海贝悦职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海贝悦职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海聚儒培训中心有限公司,浦东,人工智能训练师[S400054],中级/四级
2.02E+14,上海聚儒培训中心有限公司,浦东,人工智能训练师[S400054],高级/三级
2.02E+14,上海聚儒培训中心有限公司,浦东,计算机程序设计员[S400054],中级/四级
2.02E+14,上海聚儒培训中心有限公司,浦东,计算机程序设计员[S400054],高级/三级
2.02E+14,上海同有三和圣洁职业技能培训有限公司,浦东,保健按摩师[S300008],初级/五级
2.02E+14,融恒（上海）职业技能培训有限公司,闵行,养老护理员[S300038],高级/三级
2.02E+14,融恒（上海）职业技能培训有限公司,闵行,养老护理员[S300038],中级/四级
2.02E+14,融恒（上海）职业技能培训有限公司,闵行,养老护理员[S300038],初级/五级
2.02E+14,上海心梨职业技能培训有限公司,宝山,企业人力资源管理师[400047],高级/三级
2.02E+14,上海心梨职业技能培训有限公司,宝山,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海静园职业技能培训有限公司,长宁,茶艺师[S300009],初级/五级
2.02E+14,上海静园职业技能培训有限公司,长宁,茶艺师[S300009],中级/四级
2.02E+14,上海静园职业技能培训有限公司,长宁,茶艺师[S300009],高级/三级
2.02E+14,上海静园职业技能培训有限公司,长宁,评茶师[S300009],初级/五级
2.02E+14,上海静园职业技能培训有限公司,长宁,评茶师[S300009],中级/四级
2.02E+14,上海静园职业技能培训有限公司,长宁,评茶师[S300009],高级/三级
2.02E+14,上海仟盛职业技能培训有限公司,杨浦,咖啡师[S400042],高级/三级
2.02E+14,上海仟盛职业技能培训有限公司,杨浦,咖啡师[S400042],中级/四级
2.02E+14,上海仟盛职业技能培训有限公司,杨浦,咖啡师[S400042],初级/五级
2.02E+14,上海新知博专修学院有限公司,黄浦,人工智能训练师[S400054],中级/四级
2.02E+14,上海新知博专修学院有限公司,黄浦,人工智能训练师[S400054],高级/三级
2.02E+14,上海新知博专修学院有限公司,黄浦,全媒体运营师（创意策划）[S400071],高级/三级
2.02E+14,上海新知博专修学院有限公司,黄浦,全媒体运营师（数据分析）[S400071],高级/三级
2.02E+14,上海新知博专修学院有限公司,黄浦,全媒体运营师（直播运营）[S300070],高级/三级
2.02E+14,上海新知博专修学院有限公司,黄浦,全媒体运营师（直播运营）[S400071],高级/三级
2.02E+14,上海青松未来职业技能培训有限责任公司,浦东,养老护理员[S300038],中级/四级
2.02E+14,上海青松未来职业技能培训有限责任公司,浦东,养老护理员[S300038],初级/五级
2.02E+14,上海福慧职业技能培训有限公司,闵行,健康照护师（长期照护师）[S500077],初级/五级
2.02E+14,上海福慧职业技能培训有限公司,闵行,健康照护师（长期照护师）[S500077],中级/四级
2.02E+14,上海福慧职业技能培训有限公司,闵行,健康照护师（长期照护师）[S500077],高级/三级
2.02E+14,上海福慧职业技能培训有限公司,闵行,养老护理员[S300038],高级/三级
2.02E+14,上海福慧职业技能培训有限公司,闵行,养老护理员[S300038],中级/四级
2.02E+14,上海福慧职业技能培训有限公司,闵行,养老护理员[S300038],初级/五级
2.02E+14,上海福慧职业技能培训有限公司,闵行,养老护理员[S300060],初级/五级
2.02E+14,上海福慧职业技能培训有限公司,闵行,养老护理员[S300060],中级/四级
2.02E+14,上海福慧职业技能培训有限公司,闵行,养老护理员[S300060],高级/三级
2.02E+14,上海福慧职业技能培训有限公司,闵行,康复辅助技术咨询师[S300067],初级/五级
2.02E+14,上海福慧职业技能培训有限公司,闵行,康复辅助技术咨询师[S300067],中级/四级
2.02E+14,上海普陀区西部365职业培训中心,普陀,智能楼宇管理员[S600014],中级/四级
2.02E+14,上海普陀区西部365职业培训中心,普陀,智能楼宇管理员[S600014],高级/三级
2.02E+14,上海普陀区西部365职业培训中心,普陀,物业管理师[S300037],中级/四级
2.02E+14,上海普陀区西部365职业培训中心,普陀,物业管理师[S300037],高级/三级
2.02E+14,上海宝山中交敬逸培训学校,宝山,养老护理员[S300038],中级/四级
2.02E+14,上海宝山中交敬逸培训学校,宝山,养老护理员[S300038],初级/五级
2.02E+14,上海臣合职业培训中心,静安,保卫管理员[S300044],高级/三级
2.02E+14,上海臣合职业培训中心,静安,保卫管理员[S300044],技师/二级
2.02E+14,上海臣合职业培训中心,静安,保卫管理员[S300044],高级技师/一级
2.02E+14,上海臣合职业培训中心,静安,养老护理员[S300038],初级/五级
2.02E+14,上海臣合职业培训中心,静安,家政服务员（家务服务员）[S300039],初级/五级
2.02E+14,上海臣合职业培训中心,静安,家政服务员（母婴护理员）[S300039],初级/五级
2.02E+14,上海和养职业技能培训中心,静安,健康照护师（长期照护师）[S500077],初级/五级
2.02E+14,上海和养职业技能培训中心,静安,健康照护师（长期照护师）[S500077],中级/四级
2.02E+14,上海和养职业技能培训中心,静安,健康照护师（长期照护师）[S500077],高级/三级
2.02E+14,上海和养职业技能培训中心,静安,养老护理员[S300038],高级/三级
2.02E+14,上海和养职业技能培训中心,静安,养老护理员[S300038],中级/四级
2.02E+14,上海和养职业技能培训中心,静安,养老护理员[S300038],初级/五级
2.02E+14,上海和养职业技能培训中心,静安,养老护理员[S300038],技师/二级
2.02E+14,上海和养职业技能培训中心,静安,养老护理员[S300038],高级技师/一级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,保健按摩师[S300008],中级/四级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,保健按摩师[S300008],初级/五级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,保育师[S300011],初级/五级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,保育师[S300011],中级/四级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,保育师[S300011],高级/三级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,养老护理员[S300038],高级/三级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,养老护理员[S300038],中级/四级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,养老护理员[S300038],初级/五级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,养老护理员[S300060],初级/五级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,养老护理员[S300060],中级/四级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,养老护理员[S300060],高级/三级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],初级/五级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],中级/四级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,婴幼儿发展引导员（育婴员）[S300011],高级/三级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,家政服务员（家务服务员）[S300039],初级/五级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,家政服务员（家务服务员）[S300039],中级/四级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,家政服务员（家务服务员）[S300039],高级/三级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,家政服务员（家庭照护员）[S300039],高级/三级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,家政服务员（家庭照护员）[S300039],中级/四级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,家政服务员（家庭照护员）[S300039],初级/五级
2.02E+14,上海伊甸元职业技能培训有限公司,浦东,家政服务员（母婴护理员）[S300039],初级/五级
